"Path","Platform","Compiled","Cooked","Permutations","Compiletime","CompiledDouble","CookedDouble"
"/ControlRig/Controls/ControlRigGizmoMaterial.ControlRigGizmoMaterial","0","0","4","1","0.000000","0","0"
"/Engine/EngineDebugMaterials/DebugEditorMaterial.DebugEditorMaterial","0","0","8","1","0.000000","0","0"
"/MeshModelingToolset/Materials/M_DynamicMeshComponentVtxColor.M_DynamicMeshComponentVtxColor","0","0","20","1","0.000000","0","0"
"/Engine/EditorMaterials/PhAT_NoCollisionMaterial.PhAT_NoCollisionMaterial","0","0","5","1","0.000000","0","0"
"/Engine/EditorMaterials/PhAT_UnselectedMaterial.PhAT_UnselectedMaterial","0","0","5","1","0.000000","0","0"
"/Engine/EngineMaterials/GizmoMaterial.GizmoMaterial","0","0","8","1","0.000000","0","0"
"/Engine/EngineDebugMaterials/DebugMeshMaterial.DebugMeshMaterial","0","0","7","1","0.000000","0","0"
"/Engine/EngineMaterials/RemoveSurfaceMaterial.RemoveSurfaceMaterial","0","0","4","1","0.000000","0","0"
"/Engine/EngineMaterials/NaniteHiddenSectionMaterial.NaniteHiddenSectionMaterial","0","0","29","1","0.000000","0","0"
"/Engine/EditorMaterials/Dataflow/DataflowVertexMaterial.DataflowVertexMaterial","0","0","26","1","0.000000","0","0"
"/Niagara/DefaultAssets/DefaultSpriteMaterial.DefaultSpriteMaterial","0","0","37","1","0.000000","0","0"
"/Engine/BasicShapes/BasicShapeMaterial.BasicShapeMaterial","0","0","67","1","0.000000","0","0"
"/ControlRig/Controls/ControlRigXRayMaterial.ControlRigXRayMaterial","0","0","11","1","0.000000","0","0"
"/Engine/EngineDebugMaterials/M_SimpleUnlitTranslucent.M_SimpleUnlitTranslucent","0","0","5","1","0.000000","0","0"
"/Engine/VREditor/TransformGizmo/Xray.Xray","0","0","14","1","0.000000","0","0"
"/Engine/VREditor/TransformGizmo/TranslucentTransformGizmoMaterial.TranslucentTransformGizmoMaterial","0","0","5","1","0.000000","0","0"
"/Engine/EngineMaterials/DefaultLightFunctionMaterial.DefaultLightFunctionMaterial","0","0","45","1","0.000000","0","0"
"/Engine/EditorLandscapeResources/SplineEditorMeshMat.SplineEditorMeshMat","0","0","14","1","0.000000","0","0"
"/Engine/EditorMaterials/Camera/CineMat.CineMat","0","0","26","1","0.000000","0","0"
"/Engine/VREditor/TransformGizmo/Main.Main","0","0","5","1","0.000000","0","0"
"/Game/LevelPrototyping/Materials/M_Solid.M_Solid","0","0","26","1","0.000000","0","0"
"/Engine/EditorMeshes/ColorCalibrator/M_GreyBall.M_GreyBall","0","0","35","1","0.000000","0","0"
"/Engine/EditorMeshes/ColorCalibrator/M_ChromeBall.M_ChromeBall","0","0","35","1","0.000000","0","0"
"/Engine/EngineMaterials/M_InvalidLightmapSettings.M_InvalidLightmapSettings","0","0","28","1","0.000000","0","0"
"/Engine/EngineMaterials/EmissiveMeshMaterial.EmissiveMeshMaterial","0","0","7","1","0.000000","0","0"
"/Engine/EngineMaterials/FlattenMaterial_VT.FlattenMaterial_VT","0","0","35","1","0.000000","0","0"
"/Game/AncientTreasures/Materials/Masters/MM_PP_Sharpen_01a.MM_PP_Sharpen_01a","0","0","5","1","0.000000","0","0"
"/Engine/EditorMeshes/ColorCalibrator/M_ClearCoat.M_ClearCoat","0","0","23","1","0.000000","0","0"
"/Engine/EditorMeshes/ColorCalibrator/M_ClearCoatBlack.M_ClearCoatBlack","0","0","23","1","0.000000","0","0"
"/Engine/TemplateResources/M_Template_Master.M_Template_Master","0","0","35","1","0.000000","0","0"
"/Engine/EngineMaterials/FlattenMaterial_WS_Normal_VT.FlattenMaterial_WS_Normal_VT","0","0","35","1","0.000000","0","0"
"/Engine/EngineMaterials/FlattenMaterial.FlattenMaterial","0","0","35","1","0.000000","0","0"
"/Game/ParagonYin/Characters/Maps/BackGroundAssets/M_AssetPlatform.M_AssetPlatform","0","0","23","1","0.000000","0","0"
"/Game/Mixamo/Beta_Joints_MAT1.Beta_Joints_MAT1","0","0","26","1","0.000000","0","0"
"/Game/Mixamo/Beta_HighLimbsGeoSG3.Beta_HighLimbsGeoSG3","0","0","26","1","0.000000","0","0"
"/Paper2D/DefaultSpriteMaterial.DefaultSpriteMaterial","0","0","50","2","0.000000","0","0"
"/Engine/EngineMaterials/PhAT_JointLimitMaterial.PhAT_JointLimitMaterial","0","0","11","1","0.000000","0","0"
"/ControlRig/M_Manip.M_Manip","0","0","11","1","0.000000","0","0"
"/Engine/VREditor/TransformGizmo/TransformGizmoMaterial.TransformGizmoMaterial","0","0","4","1","0.000000","0","0"
"/Engine/EngineMaterials/Widget3DPassThrough.Widget3DPassThrough","0","0","62","6","0.000000","0","5"
"/Engine/EngineMaterials/DefaultPostProcessMaterial.DefaultPostProcessMaterial","0","0","7","1","0.000000","0","0"
"/Engine/EngineMaterials/DefaultDeferredDecalMaterial.DefaultDeferredDecalMaterial","0","0","87","1","0.000000","0","0"
"/Engine/EditorMaterials/GridMaterial.GridMaterial","0","0","14","1","0.000000","0","0"
"/Engine/EngineMaterials/DefaultTextMaterialOpaque.DefaultTextMaterialOpaque","0","0","31","1","0.000000","0","0"
"/Engine/EngineDebugMaterials/M_VolumeRenderSphereTracePP.M_VolumeRenderSphereTracePP","0","0","5","1","0.000000","0","0"
"/Engine/EngineMaterials/DefaultMaterial.DefaultMaterial","0","0","127","1","0.000000","0","0"
"/Engine/EngineMaterials/WorldGridMaterial.WorldGridMaterial","0","0","685","1","0.000000","0","0"
"/Game/Stylized_Egypt/Materials/plants_materials/M_tree.M_tree","0","0","40","1","0.000000","0","0"
"/Game/Stylized_Egypt/Materials/decals_materials/M_decal_hieroglyphs.M_decal_hieroglyphs","0","0","21","1","0.000000","0","0"
"/Game/ParagonYin/FX/Materials/Heroes/Yin/Abilities/M_Yin_SoftTrail.M_Yin_SoftTrail","0","0","14","1","0.000000","0","0"
"/Game/ParagonYin/FX/Materials/Heroes/Yin/m_WhipGlow.m_WhipGlow","0","0","11","1","0.000000","0","0"
"/Game/AncientTreasures/Materials/Masters/MM_Fire_01a.MM_Fire_01a","0","0","11","1","0.000000","0","0"
"/Engine/EngineMaterials/PPM_DefaultCalibrationGrayscale.PPM_DefaultCalibrationGrayscale","0","0","5","1","0.000000","0","0"
"/Engine/EngineMaterials/PPM_DefaultCalibrationColor.PPM_DefaultCalibrationColor","0","0","5","1","0.000000","0","0"
"/Engine/EditorMaterials/PreviewShadowIndicatorMaterial.PreviewShadowIndicatorMaterial","0","0","45","1","0.000000","0","0"
"/Game/ParagonYin/FX/Materials/Heroes/Yin/Abilities/M_Yin_WindTrail.M_Yin_WindTrail","0","0","37","1","0.000000","0","0"
"/Game/ParagonYin/FX/Materials/Flares/m_DarkFlare_Dynamics.m_DarkFlare_Dynamics","0","0","11","1","0.000000","0","0"
"/Game/ParagonYin/Characters/Maps/BackGroundAssets/M_HDRSky.M_HDRSky","0","0","4","1","0.000000","0","0"
"/Game/ParagonYin/FX/Materials/Smoke/M_dust_burst_01.M_dust_burst_01","0","0","56","1","0.000000","0","0"
"/Game/ParagonYin/FX/Materials/Heroes/Yin/Abilities/m_WhipCoilMat.m_WhipCoilMat","0","0","12","1","0.000000","0","0"
"/Game/ParagonYin/FX/Materials/Environment/Leaves/M_Petal_SubUV.M_Petal_SubUV","0","0","147","2","0.000000","0","0"
"/Game/ParagonYin/FX/Materials/Heroes/Yin/m_Yin_WindSprites_Master.m_Yin_WindSprites_Master","0","0","17","1","0.000000","0","0"
"/Game/ParagonYin/FX/Materials/Environment/Birds/M_Zen_Bird.M_Zen_Bird","0","0","109","1","0.000000","0","0"
"/Game/ParagonYin/FX/Materials/Flares/M_Lensflare_TB_Soft.M_Lensflare_TB_Soft","0","0","11","1","0.000000","0","0"
"/Game/ParagonYin/FX/Materials/Flares/m_flare_simple_depth.m_flare_simple_depth","0","0","17","1","0.000000","0","0"
"/Game/ParagonYin/FX/Materials/Flares/M_Cone_Flare_Master.M_Cone_Flare_Master","0","0","17","1","0.000000","0","0"
"/Game/ParagonYin/FX/Materials/Debuffs/FX/M_CleanseFlare.M_CleanseFlare","0","0","17","1","0.000000","0","0"
"/Game/ParagonYin/FX/Materials/Smoke/M_ThickSmoke_Omni_Emissive.M_ThickSmoke_Omni_Emissive","0","0","56","1","0.000000","0","0"
"/Game/ParagonYin/FX/Materials/Heroes/Yin/Abilities/M_EnergyWisps_Bubble.M_EnergyWisps_Bubble","0","0","16","1","0.000000","0","0"
"/Game/ParagonYin/FX/Materials/Flares/m_flare_01.m_flare_01","0","0","17","1","0.000000","0","0"
"/Game/ParagonYin/FX/Materials/Misc/M_Reticle_Timer_Countdown_2.M_Reticle_Timer_Countdown_2","0","0","14","1","0.000000","0","0"
